"ID","Number of references","Number of references outside selected database","Number of self-cited references","List ID of references","Title","Authors","Source title","Publisher","Year","Link"
"1564","52","44","8","1563,818,2253,3218,1234,865,32,1746","Dynamic analysis of functionally graded carbon nanotube–reinforced shell structures with piezoelectric layers under dynamic loads","Mallek H., Jrad H., Wali M., Kessentini A., Gamaoun F., Dammak F.","JVC/Journal of Vibration and Control","SAGE Publications Inc.","2020","10.1177/1077546319892753"
"1565","68","68","0","","Dynamic analysis of immersion concrete pipes in water subjected to earthquake load using mathematical methods","Haghighi M.S., Keikha R., Heidari A.","Earthquake and Structures","Techno Press","2018","10.12989/eas.2018.15.4.361"
"1566","75","73","2","4624,1752","Dynamic analysis of stiffened bi-directional functionally graded plates with porosities under a moving load by dynamic relaxation method with kinetic damping","Esmaeilzadeh M., Kadkhodayan M.","Aerospace Science and Technology","Elsevier Masson SAS","2019","10.1016/j.ast.2019.105333"
"1567","69","59","10","4791,3474,3753,1721,2448,3253,3237,3416,2493,3472","Dynamic analysis of viscoelastic functionally graded porous thick beams under pulse load","Akbaş Ş.D., Fageehi Y.A., Assie A.E., Eltaher M.A.","Engineering with Computers","Springer","2020","10.1007/s00366-020-01070-3"
"1568","43","43","0","","Dynamic behavior of novel micro fuel pump using zinc oxide nanocomposite diaphragm","Moradi-Dastjerdi R., Meguid S.A., Rashahmadi S.","Sensors and Actuators, A: Physical","Elsevier B.V.","2019","10.1016/j.sna.2019.111528"
"1569","43","42","1","1767","Dynamic behavior of novel nanocomposite diaphragm in piezoelectrically-actuated micropump","Moradi-Dastjerdi R., Meguid S.A., Rashahmadi S.","Smart Materials and Structures","Institute of Physics Publishing","2019","10.1088/1361-665X/ab39c0"
"1570","104","101","3","2725,615,4183","Dynamic brittle crack propagation modeling using singular edge-based smoothed finite element method with local mesh rezoning","Chen H., Wang Q., Zeng W., Liu G.R., Sun J., He L., Bui T.Q.","European Journal of Mechanics, A/Solids","Elsevier Ltd","2019","10.1016/j.euromechsol.2019.04.010"
"1571","63","61","1","3306,169","Dynamic brittle fracture with eigenerosion enhanced material point method","Zhang K., Shen S.-L., Zhou A.","International Journal for Numerical Methods in Engineering","John Wiley and Sons Ltd","2020","10.1002/nme.6381"
"1572","78","75","2","4346,1232,3109","Dynamic buckling analyses of functionally graded carbon nanotubes reinforced composite (FG-CNTRC) cylindrical shell under axial power-law time-varying displacement load","Jiao P., Chen Z., Li Y., Ma H., Wu J.","Composite Structures","Elsevier Ltd","2019","10.1016/j.compstruct.2019.04.048"
"1573","38","37","1","865","Dynamic buckling of magnetorheological fluid integrated by visco-piezo-GPL reinforced plates","Fakhar A., Kolahchir R.","International Journal of Mechanical Sciences","Elsevier Ltd","2018","10.1016/j.ijmecsci.2018.06.036"
"1574","36","33","3","1098,1680,1139","Dynamic buckling of smart sandwich beam subjected to electric field based on hyperbolic piezoelasticity theory","Shokravi M.","Smart Structures and Systems","Techno Press","2018","10.12989/sss.2018.22.3.327"
"1575","37","37","0","","Dynamic buckling of stiffened orthotropic shell structures [Динамическая устойчивость подкрепленных ортотропных оболочечных конструкций]","Semenov A.A.","Magazine of Civil Engineering","St-Petersburg State Polytechnical University","2018","10.18720/MCE.82.1"
"1576","42","40","2","2156,1573","Dynamic buckling optimization of laminated aircraft conical shells with hybrid nanocomposite martial","Kolahchi R., Zhu S.-P., Keshtegar B., Trung N.-T.","Aerospace Science and Technology","Elsevier Masson SAS","2020","10.1016/j.ast.2019.105656"
"1577","61","60","1","4390","Dynamic compressive mechanical properties of the spiral tungsten wire reinforced Zr-based bulk metallic glass composites","Chen S., Li W.Q., Zhang L., Fu H.M., Li Z.K., Zhu Z.W., Li H., Zhang H.W., Wang A.M., Wang Y.D., Zhang H.F.","Composites Part B: Engineering","Elsevier Ltd","2020","10.1016/j.compositesb.2020.108219"
"1578","39","39","0","","Dynamic failure and inelastic deformation behavior of SiC ceramic under uniaxial compression","Wang Z., Li R., Song W.","Ceramics International","Elsevier Ltd","2020","10.1016/j.ceramint.2019.09.011"
"1579","36","36","0","","Dynamic fracture analysis of functionally graded materials using ordinary state-based peridynamics","Ozdemir M., Kefal A., Imachi M., Tanaka S., Oterkus E.","Composite Structures","Elsevier Ltd","2020","10.1016/j.compstruct.2020.112296"
"1580","39","37","2","4162,1551","Dynamic fracture analysis of functionally gradient materials with two cracks by peridynamic modeling","Cheng Z., Jin D., Yuan C., Li L.","CMES - Computer Modeling in Engineering and Sciences","Tech Science Press","2019","10.32604/cmes.2019.06374"
"1581","38","38","0","","Dynamic fracture and fragmentation of rock-like materials under column charge blasting using electrical explosion of wires","Peng J., Zhang F., Yang X.","Powder Technology","Elsevier B.V.","2020","10.1016/j.powtec.2020.04.012"
"1582","37","37","0","","Dynamic in-plane transversal normal stresses in the concrete face of CFRD","Sarmiento-Solano N., Romo M.P.","Frontiers of Structural and Civil Engineering","Higher Education Press","2019","10.1007/s11709-018-0481-7"
"1583","128","124","4","4472,3456,1135,4824","Dynamic information of the time-dependent tobullian biomolecular structure using a high-accuracy size-dependent theory","Zhang X., Shamsodin M., Wang H., NoormohammadiArani O., Khan A.M., Habibi M., Al-Furjan M.S.H.","Journal of Biomolecular Structure and Dynamics","Taylor and Francis Ltd.","2020","10.1080/07391102.2020.1760939"
"1584","49","46","3","1828,3226,2625","Dynamic instability of functionally graded porous arches reinforced by graphene platelets","Zhao S., Yang Z., Kitipornchai S., Yang J.","Thin-Walled Structures","Elsevier Ltd","2020","10.1016/j.tws.2019.106491"
"1585","60","59","0","263","Dynamic localized shear failure influenced by changing rates in brittle solids containing initial microcracks","Li X., Xia C., Qi C., Shao Z.","International Journal of Impact Engineering","Elsevier Ltd","2020","10.1016/j.ijimpeng.2019.103408"
"1586","42","40","2","1493,4049","Dynamic modeling of large deformation slope failure using smoothed particle finite element method","Yuan W.-H., Liu K., Zhang W., Dai B., Wang Y.","Landslides","Springer","2020","10.1007/s10346-020-01375-w"
"1587","52","50","2","4390,373","Dynamic parameters of multi-cabin protective structure subjected to low-impact load – Numerical and experimental investigations","Ma J.-X., Wang R.-W., Lu S.-Z., Chen W.-D.","Defence Technology","China Ordnance Society","2020","10.1016/j.dt.2020.02.021"
"1588","24","23","1","3058","Dynamic resource scheduling for C2 organizations based on multi-objective optimization","Wang X., Yao P., Zhang J., Lujun W., Jiao Z.","IEEE Access","Institute of Electrical and Electronics Engineers Inc.","2019","10.1109/ACCESS.2019.2914951"
"1589","30","30","0","","Dynamic resources scheduling method based on multi-objective optimization in C2 organization [基于多目标优化的C2组织平台资源动态调度方法]","Sun P., Wu J., Wang X., Jiao Z., Zhang J.","Xi Tong Gong Cheng Yu Dian Zi Ji Shu/Systems Engineering and Electronics","Chinese Institute of Electronics","2019","10.3969/j.issn.1001-506X.2019.04.14"
"1590","20","16","4","4545,4556,3521,3512","Dynamic response simulation and experiment for gamma-type Stirling engine","Hooshang M., Askari Moghadam R., AlizadehNia S.","Renewable Energy","Elsevier Ltd","2016","10.1016/j.renene.2015.08.018"
"1591","40","40","0","","Dynamic risk assessment method of tunnel collapse based on attribute interval assessment model and application","Wang S., Li L.-P., Cheng S., Hu H., Jin H., Gao S.","Polish Journal of Environmental Studies","HARD Publishing Company","2020","10.15244/pjoes/116072"
"1592","30","19","11","4495,1822,1482,3971,950,3617,3303,1590,889,3051,581","Dynamic simulation and performance prediction of free displacer Stirling engines","Karabulut H., Cinar C., Okur M.","International Journal of Green Energy","Taylor and Francis Inc.","2020","10.1080/15435075.2020.1761814"
"1593","22","22","0","","Dynamic spline bas-relief modeling with isogeometric collocation method","Xu J., Ling C., Xu G., Ji Z., Wu X., Rabczuk T.","Computer Aided Geometric Design","Elsevier B.V.","2020","10.1016/j.cagd.2020.101913"
"1594","45","45","0","","Dynamic stability of modified strain gradient theory sinusoidal viscoelastic piezoelectric polymeric functionally graded single-walled carbon nanotubes reinforced nanocomposite plate considering surface stress and agglomeration effects under hydro-thermo-electro-magneto-mechanical loadings","Mohammadimehr M., Navi B.R., Arani A.G.","Mechanics of Advanced Materials and Structures","Taylor and Francis Inc.","2017","10.1080/15376494.2016.1227507"
"1595","57","53","4","1003,4003,2331,2318","Dynamic stability, sedimentation, and time-dependent heat transfer characteristics of TiO2 and CNT nanofluids","Yang L., Ji W., Mao M., Huang J.-N.","Journal of Thermal Analysis and Calorimetry","Springer Netherlands","2020","10.1007/s10973-019-09103-w"
"1596","25","24","1","2156","Dynamic tensile behavior and constitutive modeling of magnesium based hybrid nanocomposites at elevated temperatures","Zhou X., Liu X., Cui S., Fan Y.","International Journal of Impact Engineering","Elsevier Ltd","2019","10.1016/j.ijimpeng.2019.05.019"
"1597","25","24","1","2318","Dynamic thermal heat pipes analysis: Thermal impedance in start-up condition","Felczak M., Mey G.D., Więcek B., Chatzipanagiotou P., Chatziathanasiou V.","Microelectronics Journal","Elsevier Ltd","2019","10.1016/j.mejo.2019.104639"
"1598","52","51","1","3538","Dynamical and optimal procedure to analyze the attributes of yield exhibiting material with double diffusion theories","Sohail M., Tariq S.","Multidiscipline Modeling in Materials and Structures","Emerald Group Publishing Ltd.","2019","10.1108/MMMS-08-2019-0145"
"1599","59","59","0","","Dynamics of two-dimensional functionally graded tapered Timoshenko nanobeam in thermal environment using nonlocal strain gradient theory","Karami B., Janghorban M., Rabczuk T.","Composites Part B: Engineering","Elsevier Ltd","2020","10.1016/j.compositesb.2019.107622"
"1600","46","36","10","1859,3844,3139,1858,2500,1168,4244,1262,3914,152","Dynamics with Cattaneo–Christov heat and mass flux theory of bioconvection Oldroyd-B nanofluid","Saeed Khan N., Shah Q., Sohail A.","Advances in Mechanical Engineering","SAGE Publications Inc.","2020","10.1177/1687814020930464"
"1601","32","29","3","1856,2310,3309","Dynamism of magnetohydrodynamic cross nanofluid with particulars of entropy generation and gyrotactic motile microorganisms","Naz R., Noor M., Hayat T., Javed M., Alsaedi A.","International Communications in Heat and Mass Transfer","Elsevier Ltd","2020","10.1016/j.icheatmasstransfer.2019.104431"
"1602","54","53","1","888","ES-PIM applied to buckling of variable angle tow laminates","Castro S.G.P., Donadon M.V., Guimarães T.A.M.","Composite Structures","Elsevier Ltd","2019","10.1016/j.compstruct.2018.10.058"
"1603","54","53","1","4203","Early damage detection under massive data via innovative hybrid methods: application to a large-scale cable-stayed bridge","Daneshvar M.H., Gharighoran A., Zareei S.A., Karamodin A.","Structure and Infrastructure Engineering","Taylor and Francis Ltd.","2020","10.1080/15732479.2020.1777572"
"1604","65","65","0","","Earthquake induced dynamic deflection of submerged viscoelastic cylindrical shell reinforced by agglomerated CNTs considering thermal and moisture effects","Hajmohammad M.H., Kolahchi R., Zarei M.S., Maleki M.","Composite Structures","Elsevier Ltd","2018","10.1016/j.compstruct.2017.12.004"
"1605","106","106","0","","Earthquake prediction using expert systems: A systematic mapping study","Tehseen R., Farooq M.S., Abid A.","Sustainability (Switzerland)","MDPI AG","2020","10.3390/su12062420"
"1606","54","54","0","","Economic feasibility of floating offshore wind farms in the North of Spain","Castro-Santos L., Bento A.R., Silva D., Salvação N., Soares C.G.","Journal of Marine Science and Engineering","MDPI AG","2020","10.3390/JMSE8010058"
"1607","62","57","4","2378,1013,780,126,2865","Edged-based smoothed point interpolation method for acoustic radiation with perfectly matched layer","You X., Chai Y., Li W.","Computers and Mathematics with Applications","Elsevier Ltd","2020","10.1016/j.camwa.2020.07.021"
"1608","35","35","0","","Effect of BN nanodots on the electronic properties of α- and β-graphyne sheets: a density functional theory study","Majidi R., Eftekhari H., Bayat H., Rahmani K., Khairogli A.M.","Journal of Theoretical and Applied Physics","SpringerOpen","2019","10.1007/s40094-019-00353-5"
"1609","104","102","2","4368,1871","Effect of Density, Trace Length, Aperture, and Direction Angle on Permeability Performance of Fracture Networks","Gao B., Pan D.D., Xu Z.H., Zhang L.W., Zhao S.L.","International Journal of Geomechanics","American Society of Civil Engineers (ASCE)","2020","10.1061/(ASCE)GM.1943-5622.0001718"
"1610","47","46","1","4730","Effect of SWCNT and MWCNT on the flow of micropolar hybrid nanofluid over a curved stretching surface with induced magnetic field","Al-Hanaya A.M., Sajid F., Abbas N., Nadeem S.","Scientific Reports","Nature Research","2020","10.1038/s41598-020-65278-5"
